Date,Sender,Subject,Body
10/28/2020 18:27:21,Rukus Cycling Studios - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

Karaoke JAMS - RukusPrime
Oct 28th 5:45 PM @ 5:45 PM 
497
CALORIES
308
POINTS 
9
RANK
12.8mi
DISTANCE (MI) 
56 / 110
AVG/MAX RPM
132 / 219
AVG/MAX WATTS 
19.0 / 22.7
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
6
ZONE 1
25
ZONE 2
3
ZONE 3
6
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=143009678&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=143009678&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20497%20calories%20in%2042%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: sec 
2nd: [SPRINT2TIME] sec [SPRINT2POINTS] [SPRINT2RANK]
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Sam]
RATE YOUR CYCLEPRO
Sam
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=143009678&iid=382939&n=Sam> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=143009678&iid=382939&n=Sam> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=143009678&iid=382939&n=Sam> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=143009678&iid=382939&n=Sam> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=143009678&iid=382939&n=Sam> 

WEEKLY TOTALS
432/865
AVG / MAX CAL
1h 13m
TOTAL WORKOUT TIME
MONTHLY TOTALS
340/2381
AVG / MAX CAL
3h 20m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
11/08/2020 11:12,Rukus Cycling Studios - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

Explicit Hip Hop Brunch Ride! - RukusPrime
Nov 8th 10:30 AM @ 10:30 AM 
484
CALORIES
303
POINTS 
4
RANK
12.8mi
DISTANCE (MI) 
56 / 108
AVG/MAX RPM
128 / 212
AVG/MAX WATTS 
18.0 / 22.4
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
5
ZONE 1
26
ZONE 2
2
ZONE 3
6
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=143894829&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=143894829&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20484%20calories%20in%2042%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 15 sec 1 6
2nd: 30 sec 2 7
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Rod]
RATE YOUR CYCLEPRO
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=143894829&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=143894829&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=143894829&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=143894829&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=143894829&iid=407089&n=Rod> 

WEEKLY TOTALS
506/1012
AVG / MAX CAL
1h 25m
TOTAL WORKOUT TIME
MONTHLY TOTALS
359/2878
AVG / MAX CAL
4h 3m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
11/17/2020 19:42:49,Rukus Cycling Studios - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

RukusPrime
Nov 17th 7:00 PM @ 7:00 PM 
573
CALORIES
347
POINTS 
3
RANK
13.5mi
DISTANCE (MI) 
55 / 111
AVG/MAX RPM
146 / 253
AVG/MAX WATTS 
19.0 / 23.9
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
4
ZONE 1
29
ZONE 2
3
ZONE 3
6
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=144646259&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=144646259&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20573%20calories%20in%2043%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 20 sec 2 3
2nd: 20 sec 2 3
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Jessica]
RATE YOUR CYCLEPRO
Jessica
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=144646259&iid=389136&n=Jessica> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=144646259&iid=389136&n=Jessica> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=144646259&iid=389136&n=Jessica> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=144646259&iid=389136&n=Jessica> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=144646259&iid=389136&n=Jessica> 

WEEKLY TOTALS
568/1136
AVG / MAX CAL
1h 26m
TOTAL WORKOUT TIME
MONTHLY TOTALS
376/3014
AVG / MAX CAL
4h 5m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
11/22/2020 11:13:21,Rukus Cycling Studios - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

Brunch - RukusPrime
Nov 22nd 10:30 AM @ 10:30 AM 
412
CALORIES
255
POINTS 
8
RANK
13.2mi
DISTANCE (MI) 
61 / 134
AVG/MAX RPM
125 / 262
AVG/MAX WATTS 
18.0 / 24.2
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
3
ZONE 1
20
ZONE 2
5
ZONE 3
7
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=144951932&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=144951932&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20412%20calories%20in%2036%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 30 sec 3 3
2nd: 45 sec 4 2
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Rod]
RATE YOUR CYCLEPRO
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=144951932&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=144951932&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=144951932&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=144951932&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=144951932&iid=407089&n=Rod> 

WEEKLY TOTALS
492/985
AVG / MAX CAL
1h 20m
TOTAL WORKOUT TIME
MONTHLY TOTALS
489/3425
AVG / MAX CAL
4h 41m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
11/22/2020 11:13:22,Rukus Cycling Studios - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

Brunch - RukusPrime
Nov 22nd 10:30 AM @ 10:30 AM 
7
CALORIES
255
POINTS 
24
RANK
0.4mi
DISTANCE (MI) 
85 / 99
AVG/MAX RPM
27 / 63
AVG/MAX WATTS 
9.0 / 14.3
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
0
ZONE 1
0
ZONE 2
0
ZONE 3
3
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=144951932&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=144951932&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%207%20calories%20in%203%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 30 sec 3 3
2nd: 45 sec 4 2
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Rod]
RATE YOUR CYCLEPRO
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=144951932&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=144951932&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=144951932&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=144951932&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=144951932&iid=407089&n=Rod> 

WEEKLY TOTALS
290/580
AVG / MAX CAL
0h 47m
TOTAL WORKOUT TIME
MONTHLY TOTALS
431/3020
AVG / MAX CAL
4h 8m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
11/29/2020 11:11:44,Rukus Cycling Studios - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

Brunch - RukusPrime
Nov 29th 10:30 AM @ 10:30 AM 
523
CALORIES
312
POINTS 
3
RANK
12.7mi
DISTANCE (MI) 
48 / 99
AVG/MAX RPM
134 / 247
AVG/MAX WATTS 
19.0 / 23.7
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
15
ZONE 1
22
ZONE 2
3
ZONE 3
2
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=145358800&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=145358800&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20523%20calories%20in%2043%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 30 sec 2 7
2nd: 30 sec 2 10
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Rod]
RATE YOUR CYCLEPRO
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=145358800&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=145358800&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=145358800&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=145358800&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=145358800&iid=407089&n=Rod> 

WEEKLY TOTALS
265/530
AVG / MAX CAL
0h 46m
TOTAL WORKOUT TIME
MONTHLY TOTALS
446/2678
AVG / MAX CAL
3h 38m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
12/06/2020 9:59,Rukus Cycling Studios - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

Brunch - RukusSurge (HIIT)
Dec 6th 9:30 AM @ 9:30 AM 
367
CALORIES
229
POINTS 
2
RANK
9.1mi
DISTANCE (MI) 
64 / 112
AVG/MAX RPM
141 / 223
AVG/MAX WATTS 
19.0 / 22.8
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
1
ZONE 1
13
ZONE 2
5
ZONE 3
7
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=145881158&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=145881158&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20367%20calories%20in%2029%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 30 sec 2 4
2nd: 30 sec 3 3
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Reid]
RATE YOUR CYCLEPRO
Reid
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=145881158&iid=338787&n=Reid> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=145881158&iid=338787&n=Reid> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=145881158&iid=338787&n=Reid> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=145881158&iid=338787&n=Reid> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=145881158&iid=338787&n=Reid> 

WEEKLY TOTALS
183/367
AVG / MAX CAL
0h 29m
TOTAL WORKOUT TIME
MONTHLY TOTALS
332/1994
AVG / MAX CAL
2h 41m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
12/21/2020 19:39:03,Buddy the Elf <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

RukusPrime
Dec 21st 7:00 PM @ 7:00 PM 
465
CALORIES
291
POINTS 
1
RANK
11.6mi
DISTANCE (MI) 
57 / 119
AVG/MAX RPM
133 / 227
AVG/MAX WATTS 
19.0 / 23.0
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
6
ZONE 1
22
ZONE 2
2
ZONE 3
6
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=146905490&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=146905490&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20465%20calories%20in%2039%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 45 sec 3 3
2nd: [SPRINT2TIME] sec [SPRINT2POINTS] [SPRINT2RANK]
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Rod]
RATE YOUR CYCLEPRO
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=146905490&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=146905490&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=146905490&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=146905490&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=146905490&iid=407089&n=Rod> 

WEEKLY TOTALS
465/465
AVG / MAX CAL
0h 39m
TOTAL WORKOUT TIME
MONTHLY TOTALS
209/839
AVG / MAX CAL
1h 12m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
12/27/2020 11:11:42,Buddy the Elf <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

Brunch - RukusPrime
Dec 27th 10:30 AM @ 10:30 AM 
478
CALORIES
299
POINTS 
6
RANK
12.5mi
DISTANCE (MI) 
58 / 124
AVG/MAX RPM
128 / 230
AVG/MAX WATTS 
18.0 / 23.1
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
6
ZONE 1
22
ZONE 2
3
ZONE 3
8
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=147139347&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=147139347&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20478%20calories%20in%2041%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 45 sec 3 8
2nd: 45 sec 4 8
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Rod]
RATE YOUR CYCLEPRO
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=147139347&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=147139347&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=147139347&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=147139347&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=147139347&iid=407089&n=Rod> 

WEEKLY TOTALS
239/478
AVG / MAX CAL
0h 41m
TOTAL WORKOUT TIME
MONTHLY TOTALS
211/845
AVG / MAX CAL
1h 11m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
1/05/2021 18:29,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

RukusPrime
Jan 5th 5:45 PM @ 5:45 PM 
513
CALORIES
320
POINTS 
6
RANK
13.2mi
DISTANCE (MI) 
57 / 117
AVG/MAX RPM
132 / 246
AVG/MAX WATTS 
18.0 / 23.6
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
6
ZONE 1
24
ZONE 2
4
ZONE 3
7
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=147778424&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=147778424&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20513%20calories%20in%2043%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 30 sec 3 6
2nd: 30 sec 2 9
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Jenn]
RATE YOUR CYCLEPRO
Jenn
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=147778424&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=147778424&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=147778424&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=147778424&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=147778424&iid=431911&n=Jenn> 

WEEKLY TOTALS
513/513
AVG / MAX CAL
0h 43m
TOTAL WORKOUT TIME
MONTHLY TOTALS
339/1358
AVG / MAX CAL
1h 54m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
1/19/2021 19:44:51,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

Miley vs Migos - RukusPrime
Jan 19th 7:00 PM @ 7:00 PM 
525
CALORIES
325
POINTS 
2
RANK
12.9mi
DISTANCE (MI) 
59 / 115
AVG/MAX RPM
132 / 215
AVG/MAX WATTS 
19.0 / 22.5
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
3
ZONE 1
29
ZONE 2
5
ZONE 3
6
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=148788360&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=148788360&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20525%20calories%20in%2044%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 30 sec 3 4
2nd: 30 sec 3 5
3rd: 30 sec 2 6 

[image: Rate Eve]
RATE YOUR CYCLEPRO
Eve
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=148788360&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=148788360&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=148788360&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=148788360&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=148788360&iid=338770&n=Eve> 

WEEKLY TOTALS
525/525
AVG / MAX CAL
0h 44m
TOTAL WORKOUT TIME
MONTHLY TOTALS
379/1516
AVG / MAX CAL
2h 9m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
